time,F7,AF7,AF8,F8,MARKER
39118,-6.653082312020195e-05,-87.85320084129768,11.010881198349026,252.4097943283688,
39120,-6.661652532538645e-05,-54.79267035935197,27.783085482513847,313.9578593706885,
39122,-6.669516828007358e-05,-33.513932317296664,26.40253440230252,334.2445718991177,
39124,-6.673717770202721e-05,-19.863349096484285,11.341283276451662,320.0060920304365,
39126,-6.672720429789852e-05,0.2558241389855169,-1.4126243577681024,291.01757183338725,
39128,-6.666972329475851e-05,34.05192375369387,-0.25786711450042077,254.55229461313556,
39130,-6.658707213156138e-05,73.5582182239318,12.578613669420172,202.79025344605125,
39132,-6.651077229482046e-05,102.32346973604511,25.000049203138474,133.09244225937297,
39134,-6.646950617970747e-05,105.78441637128317,23.209384541263006,53.65139722310176,
39136,-6.647833558874948e-05,77.93005933621048,-1.3639767106719418,-29.005314845724637,
39138,-6.653321424980358e-05,25.59763990422981,-45.16526601988646,-110.26811900653142,
39140,-6.661278963114558e-05,-33.20202120993163,-91.4214546263955,-176.65360739027082,
39142,-6.66867084077914e-05,-81.61009767269435,-121.80890464190033,-213.12293385706224,
39144,-6.672719595853573e-05,-116.52735275701079,-130.98265572716218,-221.43334406346847,
39146,-6.671949168575289e-05,-145.66368176952125,-126.5669993319409,-214.73902253709977,
39148,-6.666721957426958e-05,-173.03506504381454,-116.2827387753817,-194.74051060561592,
39150,-6.65907440533214e-05,-192.0936735326361,-100.0079843068825,-150.77180991464647,
39152,-6.651923816566459e-05,-192.26734003364936,-73.2447483652453,-80.50818100130861,
39154,-6.64795526210951e-05,-167.48355545799603,-32.921972696641404,4.907293635168146,
39156,-6.648613351108138e-05,-120.00240553856716,19.106950329811397,94.64804558462784,
39158,-6.653577414178071e-05,-62.14581765795909,72.34304461625989,180.23440427529857,
39160,-6.660910300802908e-05,-13.273721622798071,108.2994402327535,246.30507479900024,
39162,-6.667813926183985e-05,12.520684630137453,112.10534358889005,278.40512883543244,
39164,-6.671697008872547e-05,18.017403916663753,85.62191039300717,280.37238815403975,
39166,-6.67114753066804e-05,18.34065682472071,45.42865950541683,267.239665609428,
39168,-6.666445030729892e-05,24.546902234332023,7.839315517682508,241.23706167575344,
39170,-6.659427307070183e-05,34.84735014612808,-21.039805926530413,190.93163830861323,
39172,-6.652772523760444e-05,39.84751338318242,-43.375896441810205,112.71058563364343,
39174,-6.648977016352324e-05,30.976053180111904,-64.28130125006281,16.679606902689237,
39176,-6.649418969970059e-05,5.470341907826523,-87.40363534629087,-86.49313353901242,
39178,-6.65385909824919e-05,-30.124402404726187,-109.29443616413363,-187.00427527432882,
39180,-6.66055876491554e-05,-61.38193867407576,-118.06843406269903,-266.4132909224493,
39182,-6.666960266762107e-05,-77.28689003769516,-103.6529618778638,-306.1244088652263,
39184,-6.670663254091572e-05,-81.41967379482227,-70.29433916029113,-306.6009565166407,
39186,-6.670324501424595e-05,-87.50355391675464,-34.38234810278972,-282.30585768428904,
39188,-6.666143823204117e-05,-103.54145905510923,-9.601556999949288,-238.464210948598,
39190,-6.659760855918342e-05,-123.981723485408,2.4315058761113946,-169.0627007653888,
39192,-6.653612365104871e-05,-135.99384820151633,9.140831032203401,-76.14446747897873,
39194,-6.650001804997549e-05,-128.61867766839072,20.366468986090133,26.232983468354988,
39196,-6.650236408808381e-05,-97.9885798400368,42.956348838644686,126.28567798176763,
39198,-6.654154978600071e-05,-50.759433123165984,74.66838665731976,216.3244988552635,
39200,-6.660216441665088e-05,-2.5680207911045017,102.73828499662442,282.868573929933,
39202,-6.6661050959764e-05,33.40357123555658,114.21899306261189,313.67047385209906,
39204,-6.669615045591375e-05,57.925892995386505,108.85277092393342,314.468494842424,
39206,-6.66947602809579e-05,81.77728690979684,97.74960073558618,301.45586976704317,
39208,-6.665811570466148e-05,110.409345855539,89.79675236019709,277.04158794616654,
39210,-6.660064762402517e-05,136.51037319214953,83.53256130839569,228.96578315758023,
39212,-6.654430271041963e-05,146.62324229065086,70.99431926318336,152.06089498553825,
39214,-6.651015906902599e-05,130.69243246350067,44.61224569587266,54.749547191544515,
39216,-6.651054047982497e-05,87.51120000782258,2.289860102327033,-53.37963271568776,
39218,-6.654457850771156e-05,27.73635899246949,-47.55077863753786,-162.4791143358081,
39220,-6.659881517472385e-05,-28.857503221883373,-86.30709995012191,-252.88369632054022,
39222,-6.665251301710353e-05,-66.28970362017465,-97.52913010509246,-303.9716701775667,
39224,-6.668557999933724e-05,-84.8358888611657,-81.09605349115967,-313.9398698209863,
39226,-6.668608112905038e-05,-97.10749171288859,-51.78182014760209,-295.20778585006667,
39228,-6.665452992221156e-05,-111.9554983540997,-24.184861687085125,-251.4216472521944,
39230,-6.660342220237724e-05,-125.93179018888587,-2.536459468669058,-175.553814171438,
39232,-6.655229263801358e-05,-128.80835269294022,17.20856756314052,-69.34859975248595,
39234,-6.652024677454578e-05,-112.2373528642157,41.41761332479213,52.3975046893749,
39236,-6.651882333454025e-05,-74.81038136693026,73.68886016910783,175.72703468141503,
39238,-6.654785197252665e-05,-25.47341788592447,108.89629455396836,289.1756684641522,
39240,-6.659578746901577e-05,18.161470797073463,131.99858504436327,374.2824849520056,
39242,-6.664429033959975e-05,41.68484919889687,128.8750396449637,413.69788503156616,
39244,-6.667523958602548e-05,46.02690217543238,99.86037992929626,409.45239813895216,
39246,-6.667749651704507e-05,44.041628009340684,58.913486981164226,376.8104623840654,
39248,-6.665089669426317e-05,45.1836394649236,19.901006383533492,320.6903555129639,
39250,-6.660604545017159e-05,47.29718864348753,-12.559758495141612,234.3982521897494,
39252,-6.656009662938039e-05,41.760850348910054,-41.05991740944577,120.03693403610892,
39254,-6.653019140649905e-05,21.372059386442984,-70.45407088452032,-6.945097068489846,
39256,-6.652706635422541e-05,-15.319575262114412,-103.9699322924537,-132.1628194077116,
39258,-6.655121275265998e-05,-61.0204937733333,-137.94880454816357,-244.61359610558938,
39260,-6.659295492044163e-05,-101.3833725591829,-160.62250155001436,-327.4806317363759,
39262,-6.663631649105506e-05,-126.30850125923045,-162.26083286721808,-366.14449678161265,
39264,-6.666513324787686e-05,-140.89122408558083,-147.44792412164577,-366.1563198783081,
39266,-6.666907409157246e-05,-160.51497948834586,-132.65241084184788,-346.52359986685224,
39268,-6.664732903428685e-05,-194.41445969726743,-131.19178266066996,-315.01550967561553,
39270,-6.660865395246788e-05,-237.2947685828821,-143.7725941082777,-265.4422655615276,
39272,-6.656785547681161e-05,-275.23337121591044,-161.45687440825714,-197.18054972110954,
39274,-6.654012295571674e-05,-294.77306483688466,-172.25731371224953,-120.16414560105254,
39276,-6.653537652012949e-05,-288.5225300591006,-166.6854462909044,-41.99245189304468,
39278,-6.655473265708488e-05,-259.36153387985775,-144.27593022433524,32.72767150227332,
39280,-6.659034025883994e-05,-219.77025518017075,-115.61479686596633,92.03294151345688,
39282,-6.662855002942819e-05,-181.03725978935904,-92.52309235249896,123.88346186375117,
39284,-6.665514230985099e-05,-142.10400008383158,-75.54237991610651,133.46125712402159,
39286,-6.666061190821399e-05,-93.64871006595453,-55.472704224771576,136.02321956043716,
39288,-6.664354782230791e-05,-33.30907362177458,-26.914898101737144,132.77919558650828,
39290,-6.661091268090115e-05,27.43070052227776,4.15335096056446,110.06019838900731,
39292,-6.657521371279405e-05,70.8277849963528,25.272555506603396,61.24876229079604,
39294,-6.654970971743547e-05,83.46314841867216,25.544836805341575,-6.482254737727762,
39296,-6.654348985055621e-05,62.359431188803185,1.4551859375976228,-84.47699720964727,
39298,-6.655824865662129e-05,18.086369494574967,-38.031962155445186,-163.66143242726426,
39300,-6.658789502901736e-05,-28.42846820919445,-72.39366232501388,-225.3828513752161,
39302,-6.662104726223237e-05,-59.569679611499105,-82.80518336631232,-250.66932393058696,
39304,-6.664539765341863e-05,-74.26106566782707,-67.2031564819894,-240.06742010849496,
39306,-6.665227388323407e-05,-84.51470808816698,-39.380474827413394,-208.57219685401455,
39308,-6.663970903146713e-05,-99.3438281112584,-13.937131113188798,-161.76059900894487,
39310,-6.661294031599809e-05,-115.83078620738239,4.3259805111364145,-93.07070032313405,
39312,-6.658224186351327e-05,-124.09534792997613,18.91474861094435,-2.917702032705292,
39314,-6.65589820457455e-05,-115.52553404907172,36.1773918777064,96.75087138066544,
39316,-6.655141746768875e-05,-87.69197230789514,60.40828564760186,195.69565208631394,
39318,-6.656177756059871e-05,-47.909413845279445,87.7685767008153,286.33627183462306,
39320,-6.658566238964014e-05,-11.90223619312458,104.74110213528776,353.6896959555107,
39322,-6.661388912696808e-05,7.604428525720195,98.51360073109315,383.0403030510123,
39324,-6.663601940738304e-05,12.553781956928674,70.09189315733042,377.83482435206935,
39326,-6.664421338365613e-05,15.78572585156624,33.20658141227893,353.2193634571762,
39328,-6.663598967920767e-05,25.62009980899721,0.6165173266968722,312.31431608505727,
39330,-6.661492666878462e-05,37.9300738806926,-24.684337902099248,245.14733818756213,
39332,-6.658913086401518e-05,41.926238756830756,-46.79154188304325,149.7048405031383,
39334,-6.656811953106273e-05,28.83162362279178,-71.26315759477879,37.50534984421182,
39336,-6.655931533862884e-05,-3.153395139772705,-100.78662879041337,-79.63752493216303,
39338,-6.65654415645877e-05,-45.6527521554006,-129.93322960936942,-190.97778182491925,
39340,-6.658372463469315e-05,-82.11930406544334,-144.45192453600384,-277.31092885897766,
39342,-6.660711650892965e-05,-99.86747377897152,-132.2908615161727,-319.56559761852924,
39344,-6.662700890633801e-05,-101.92108703923611,-96.8164187863918,-318.19036029724384,
39346,-6.663639539937592e-05,-102.87425106245504,-55.05628224587579,-288.17997013208986,
39348,-6.663232255809369e-05,-112.84469442719055,-22.814600255370415,-235.7681255621618,
39350,-6.661678011159385e-05,-129.03413715050021,-4.820204944605553,-156.28498995038532,
39352,-6.659578040622054e-05,-141.23892832408578,3.026494487125589,-53.381933273051985,
39354,-6.65770388259024e-05,-140.36585937309707,7.8673815377446275,56.96806651882603,
39356,-6.656714873496965e-05,-123.303189288155,15.170646495052267,160.74217752218146,
39358,-6.656928269685976e-05,-96.25952395646647,23.060380624300777,247.93483579507904,
39360,-6.658221401365744e-05,-73.26668688858456,20.996127432224583,303.3164781527631,
39362,-6.660094369224177e-05,-64.86981063136189,-0.1307940542649959,314.36316695777805,
39364,-6.661863376290704e-05,-66.89490707876209,-35.75612449891342,288.7405958984127,
39366,-6.662910040071044e-05,-64.88105161367169,-69.92173898149747,246.83779089965276,
39368,-6.662896072641994e-05,-50.09404476983807,-89.93146548991137,196.6999430266502,
39370,-6.661869557487655e-05,-27.69102191352974,-95.3759736668268,131.62930607505214,
39372,-6.660230907110252e-05,-10.71403051817527,-94.83447374671307,50.27050969511554,
39374,-6.658577363934584e-05,-10.851492683743743,-99.05577387055965,-38.12501783447851,
39376,-6.657486299123674e-05,-32.76593322184179,-115.30589974141445,-126.4636914232244,
39378,-6.657315645837898e-05,-70.21434982092562,-141.03216892381545,-210.0540818283427,
39380,-6.65808968228095e-05,-107.54848322451494,-162.51491299256958,-275.66437382353354,
39382,-6.65950526107326e-05,-131.55930165678245,-165.81408816496048,-308.7877279826235,
39384,-6.6610503044535e-05,-143.52539551215534,-150.5050128480136,-312.0910149494934,
39386,-6.662188425545662e-05,-155.6181988907369,-128.9336185433562,-300.0737975337028,
39388,-6.662543463817942e-05,-175.57628332674602,-112.59129507848495,-276.0124772436014,
39390,-6.662021238640102e-05,-198.89806352699748,-103.36440339565011,-230.55188220728297,
39392,-6.660830319849043e-05,-214.6155007866244,-96.2743791660419,-161.86330904805692,
39394,-6.659399561605259e-05,-213.57860002063563,-84.92776400882948,-80.50485809527636,
39396,-6.658224827452303e-05,-192.76691392373147,-65.29539102603894,4.193430332287203,
39398,-6.657699320393898e-05,-158.1202775663038,-40.418021254388755,85.72442290530465,
39400,-6.657984754894825e-05,-122.92888893901154,-21.275931243298302,150.7647623104568,
39402,-6.658964484722202e-05,-96.92179611671416,-16.963459575127196,186.66943223958157,
39404,-6.660290930770744e-05,-75.79886538791862,-23.263625005611964,198.53635465993,
39406,-6.66150822714495e-05,-46.4421517055077,-25.83774634923633,201.6620683123984,
39408,-6.662207204489368e-05,-3.2766980911625367,-15.339595906231974,197.15579930081074,
39410,-6.66216086908954e-05,43.99206688792485,3.961700188554289,171.08569552392495,
39412,-6.661396529028815e-05,77.59043769621097,18.762533110746276,116.51359879453723,
39414,-6.660182470693357e-05,82.46264949337036,15.221233529264794,40.26643042472011,
39416,-6.65893525668255e-05,53.12802581385688,-14.127137687155582,-49.481350080981585,
39418,-6.658079201301527e-05,-2.1768703337228246,-63.84041906420251,-144.37855634653863,
39420,-6.657904528999051e-05,-63.7115806995371,-115.14661818361395,-226.5955812724652,
39422,-6.65847071573935e-05,-113.32781622813337,-148.3938095373337,-277.5821810107343,
39424,-6.659586653116133e-05,-147.73482445985033,-158.16259920716698,-297.20684675765534,
39426,-6.660874263486876e-05,-175.7153225609068,-153.33273073972424,-298.1938464083732,
39428,-6.6618949521282e-05,-203.12548766865473,-143.6554609606864,-282.368078980565,
39430,-6.662297466283955e-05,-225.0499706271022,-130.80576959744405,-238.7423455835248,
39432,-6.661938118497877e-05,-231.3624697249512,-110.82034539322773,-163.8328755432071,
39434,-6.660932647333906e-05,-214.76855257168415,-79.33751428481975,-67.31716665831638,
39436,-6.659620907726226e-05,-174.89147641173787,-35.27609844685129,40.602014206533525,
39438,-6.658454355057895e-05,-120.83125530736572,14.599779685185865,150.24294183463925,
39440,-6.657842657860997e-05,-69.12272440491179,55.21386519890483,243.1432526802347,
39442,-6.658010819410935e-05,-32.16449953945944,73.80861925340993,300.8411414089014,
39444,-6.658916329227634e-05,-6.958674135153359,72.4734746003554,323.73977538158357,
39446,-6.660256953513728e-05,20.290003613937742,65.91903813375137,325.09075913016517,
39448,-6.661569517177998e-05,57.83028574662187,66.57180994250861,307.16011491040496,
39450,-6.662388357695419e-05,99.82751248473095,75.02824139397735,259.7559178908651,
39452,-6.662409944903183e-05,132.17627921520938,82.81634232488098,180.85322598572128,
39454,-6.661605726767258e-05,141.86791835871793,78.96522183182624,81.81207077341763,
39456,-6.6602411324645e-05,123.02096292868363,55.76780901191992,-26.174646502348065,
39458,-6.658790269785298e-05,81.13230328112074,15.448764180290802,-133.65886891067254,
39460,-6.657772716875029e-05,31.86482479752233,-28.04757947999186,-223.28509951113622,
39462,-6.65756796834473e-05,-10.574329768439625,-59.521136135715814,-277.69127139395493,
39464,-6.658273611540932e-05,-45.38755117452985,-75.91732201264195,-297.76471746173405,
39466,-6.659660372623931e-05,-81.77336714894093,-85.68228482558428,-296.6519016377328,
39468,-6.66124425819607e-05,-124.08187637828286,-95.77703800776186,-276.1943949718553,
39470,-6.662454151366285e-05,-164.63227481384357,-103.90874985663,-225.56294999080114,
39472,-6.662837365771927e-05,-190.09677519187335,-102.27931700587325,-142.0453925916821,
39474,-6.662229321970321e-05,-190.32074328547066,-83.8335340068206,-36.84075398868961,
39476,-6.660823625504555e-05,-163.02417258821657,-46.46783952730837,77.78678085287217,
39478,-6.659112912023727e-05,-116.69598250443593,2.3679922152321,190.00064218777695,
39480,-6.657717371880031e-05,-68.5130249820673,45.6011166942656,279.65767734229996,
39482,-6.657160127738945e-05,-32.365909074943275,67.88146394732034,327.67126162418214,
39484,-6.657670699596012e-05,-6.965740506077246,68.95992173947486,335.3400681853037,
39486,-6.659090543325152e-05,20.20625121227667,62.21616898651628,318.5002070446985,
39488,-6.660919488403573e-05,57.00271545201002,60.19146054094499,283.38940168332465,
39490,-6.662490784635479e-05,98.17488898572039,65.03122710080657,224.36340843572071,
39492,-6.663213936676423e-05,130.92351682707255,70.78475537558884,143.40546079153515,
39494,-6.662796946472236e-05,143.74751432059946,69.19391635346186,54.30252026730772,
39496,-6.661364193381086e-05,131.87183910715987,54.573239635105196,-31.559674193932285,
39498,-6.659422403046998e-05,100.98753924452932,29.726684096906425,-106.95833538755076,
39500,-6.657682521249004e-05,65.75807935538262,7.309714587114428,-158.9928787769031,
39502,-6.656799683503216e-05,38.23578748204706,-0.6016672159346328,-176.50126137412792,
39504,-6.657126318662679e-05,16.30742904554303,4.653725714164764,-167.47022472352455,
39506,-6.658571571388841e-05,-12.151013395287194,10.053443251519667,-151.71776671109217,
39508,-6.660623139746567e-05,-53.48499426484672,5.288427386635526,-135.6152955129514,
39510,-6.662528131834849e-05,-100.25837795348852,-8.209430624998213,-109.13189803709085,
39512,-6.663569455575254e-05,-137.3902771012327,-20.56092704610296,-65.89602129288454,
39514,-6.663336305482885e-05,-151.58890496488334,-20.45771083335635,-9.598486051000194,
39516,-6.661886562285882e-05,-137.36056451908576,-1.1487104251865574,57.031823887716676,
39518,-6.65973683590993e-05,-101.29552211467335,33.00725749559338,131.2815731141555,
39520,-6.657679267780712e-05,-60.75215463208883,65.32205659290018,199.39300963261007,
39522,-6.656489729836324e-05,-31.615220563279184,78.34021862320579,244.35230915927878,
39524,-6.656634897057158e-05,-15.218619068820523,68.66967949346926,264.8507641512189,
39526,-6.658088942616513e-05,-0.7813879038871505,47.44396241352584,270.4332813966182,
39528,-6.660331955377351e-05,19.766458551340833,27.257727242004684,259.40687015266894,
39530,-6.6625351230178e-05,43.40922631020237,12.72992838357294,218.87470041441114,
39532,-6.663867010503634e-05,60.60806393344552,1.585044088574712,145.9737528047754,
39534,-6.663807736747317e-05,62.66064213408792,-11.404792977586023,52.72506225441737,
39536,-6.662352178841665e-05,45.982381316240705,-30.932465252140904,-48.42764153585069,
39538,-6.660022680039393e-05,15.650419691198977,-55.40401211693863,-147.083037126381,
39540,-6.657682234846245e-05,-15.359394907466104,-74.546064730274,-225.7587961554524,
39542,-6.656214699749659e-05,-36.68431567499612,-78.37462093033909,-267.91943142114644,
39544,-6.656190543541005e-05,-51.41235854749994,-69.0756188679403,-276.06599476269025,
39546,-6.657644676263002e-05,-71.94782100111891,-59.37049510768591,-265.4033926523747,
39548,-6.660052997667265e-05,-104.88950760303987,-59.150391473112926,-239.84573553140885,
39550,-6.662520584512005e-05,-143.84427430602926,-67.69706633327755,-190.2139230379355,
39552,-6.664114191784353e-05,-175.8658932147265,-77.48954566050237,-114.66018352878928,
39554,-6.66421549247842e-05,-190.25372664727104,-80.40497451208698,-24.218137968556704,
39556,-6.66276120296002e-05,-183.15286954582518,-71.79455867248143,70.16046605247328,
39558,-6.660276747845924e-05,-160.3835120321928,-55.04731156651742,159.07155589776596,
39560,-6.657686936264397e-05,-135.5075149214134,-41.96439175603288,225.678062523333,
39562,-6.655971651286785e-05,-118.36532291140965,-42.24816027682445,254.51107578037164,
39564,-6.655794751837118e-05,-104.07470117894093,-51.46241827479133,249.93533697523742,
39566,-6.657246863530465e-05,-78.0306787064699,-53.978983727668705,229.3697659534791,
39568,-6.659801813989879e-05,-32.57196541362743,-38.41749376173169,198.54360421190154,
39570,-6.662506803989369e-05,24.49895784878693,-7.125562108717993,149.25157055350903,
39572,-6.664337747984907e-05,76.1530292478446,27.314274752105206,79.59848890587875,
39574,-6.664587208275495e-05,106.17864907179212,49.73572813939715,-0.6267707743847186,
39576,-6.663137816741033e-05,105.92338927319499,49.16300944828484,-82.87159419148819,
39578,-6.660515409631466e-05,79.11942804987432,26.127958434852758,-160.58972991009523,
39580,-6.657698375608872e-05,40.95814319882807,-5.3992416784447705,-219.00781655895656,
39582,-6.655752187537745e-05,6.3408913563035085,-28.873648046148123,-242.9181790494621,
39584,-6.655425696741032e-05,-22.62108930512622,-39.414869881908274,-235.2290220266549,
39586,-6.656862321318533e-05,-53.96933581701952,-44.15906308010179,-211.3609761972779,
39588,-6.659537643857912e-05,-91.74598551010084,-50.04617315340208,-175.84854694602848,
39590,-6.662450208844007e-05,-129.1439535981028,-56.28867350430514,-120.76595504235947,
39592,-6.664496220245722e-05,-154.74919773533566,-57.72796889491376,-45.92999379027662,
39594,-6.664887889931989e-05,-160.80292974167247,-50.19834280012434,36.177646792046566,
39596,-6.66345674739381e-05,-147.09474912036626,-33.63504563830521,114.18494180174038,
39598,-6.660725002437662e-05,-123.0145111328685,-15.680699107953,179.8975585551804,
39600,-6.657714954215666e-05,-104.83552305750675,-11.181525103020757,219.35936767303406,
39602,-6.65556590089536e-05,-103.5389033194125,-30.93667549938495,221.0868208348946,
39604,-6.655102189218034e-05,-113.28236556087296,-69.14532582879397,193.65857204109008,
39606,-6.656516323933487e-05,-116.20812796212778,-106.20614503746918,158.1517043396518,
39608,-6.659289069296386e-05,-99.43940345318507,-124.56213591953697,122.8931063354212,
39610,-6.662379541666106e-05,-64.58325832128752,-119.28842602679053,80.877762379498,
39612,-6.664615804785213e-05,-23.04624541090515,-96.34421419163709,29.675982793393544,
39614,-6.665139336076864e-05,12.311092324277595,-66.85779230223349,-23.44542437781895,
39616,-6.663734650014633e-05,32.7404022844144,-41.73508560965355,-74.27452997366034,
39618,-6.660917405879769e-05,38.317988356944085,-24.5446600678621,-121.59546914121904,
39620,-6.657745089253259e-05,38.0123354566182,-8.531245588769817,-155.64941082894455,
39622,-6.655419695665083e-05,39.582676047872326,14.34738987399016,-164.67616585663208,
39624,-6.654831768938503e-05,38.78737375409496,41.12583780846313,-152.73632508601406,
39626,-6.656218895330159e-05,23.381809029646774,59.098730021760275,-134.00049120865563,
39628,-6.65906971752549e-05,-11.894907848234794,59.132989524042586,-109.68961768975325,
39630,-6.66231217803605e-05,-58.264215015500945,43.63049518229454,-67.15912643729256,
39632,-6.664716774334699e-05,-99.6914825988383,22.72876540397636,-1.1157944691166675,
39634,-6.665363076530102e-05,-122.44970505779537,7.534449108316885,80.10077939145495,
39636,-6.663992351528943e-05,-120.79367867441788,4.953892871063381,166.8866620431141,
39638,-6.66111107480683e-05,-100.7043146315902,12.047506375270096,249.54136602177857,
39640,-6.657803944544212e-05,-78.16809495345507,15.251519970803635,309.44722367553555,
39642,-6.655325384181303e-05,-66.9476913867291,1.5299005156164327,328.58064016122813,
39644,-6.654623457584395e-05,-66.00505868124206,-28.039198784349615,309.1342378110425,
39646,-6.655977016735529e-05,-62.71086645560728,-59.36945320343425,267.9362200211479,
39648,-6.65888507396726e-05,-48.30344591516392,-79.52256742912797,212.35430423031573,
39650,-6.662252268414483e-05,-26.405648686598344,-86.15694325799177,137.71149489527488,
39652,-6.66480178300452e-05,-8.069778403146799,-85.39642484803801,46.2574245143858,
39654,-6.66555997092854e-05,-3.751041686039777,-86.37963443805262,-49.0964271003215,
39656,-6.664228614598022e-05,-18.438717174722832,-96.55655133464674,-138.952356533966,
39658,-6.66130236296497e-05,-47.86506403708084,-115.49965103652545,-218.56824864103737,
39660,-6.657885089505583e-05,-79.43969052171579,-132.9065368594866,-277.0450592841861,
39662,-6.655273330317138e-05,-103.1701172358205,-138.40701234750696,-303.83262433244687,
39664,-6.654464086378522e-05,-122.733590204889,-134.0566312459938,-305.6435514422595,
39666,-6.655773987212119e-05,-151.04473730622607,-132.55635639200347,-299.2686994719252,
39668,-6.658715421196774e-05,-194.3548553035182,-143.01316837946132,-287.09972573950375,
39670,-6.662178121759236e-05,-244.29799697693323,-162.18892417375412,-255.41216805778984,
39672,-6.664848589096963e-05,-284.1840289099546,-178.0588073959375,-195.6657479736318,
39674,-6.665708797856677e-05,-298.6358713297798,-177.0044949349097,-111.75304658253074,
39676,-6.664424699830905e-05,-279.9069618211086,-150.00316872012007,-9.22616458437368,
39678,-6.66147613440609e-05,-232.65026498646677,-99.57898498190487,104.20972606279659,
39680,-6.657977576636708e-05,-173.12225453528768,-41.54861596953437,208.84625967906243,
39682,-6.655256685376828e-05,-117.23845467587165,6.156386573465802,282.49909062870756,
39684,-6.654350117214863e-05,-67.50207339728757,38.225621027772036,321.06229659937696,
39686,-6.655608192558027e-05,-15.317137345390996,62.55295840903058,334.29503703193393,
39688,-6.658559302971965e-05,44.33065283786945,87.44186641086127,323.0958678273161,
39690,-6.662086618801816e-05,104.77545446176781,112.67837456529061,278.08682005171136,
39692,-6.664850897742225e-05,152.7770554451788,131.44475609149765,199.42785007248582,
39694,-6.665799233965119e-05,176.59659542592516,135.23851633588384,100.87291503554142,
39696,-6.664566355558137e-05,170.84873473380367,118.05325036017605,-4.765379785684069,
39698,-6.661615409025618e-05,140.19738094915868,82.19183671634761,-107.68479553632183,
39700,-6.658063906642268e-05,98.3387214292931,40.13901129277433,-191.40254304950173,
39702,-6.655260234780614e-05,57.10233570630666,4.901427347027834,-240.23694286028615,
39704,-6.654271293521751e-05,15.382975860936625,-22.31442527801112,-256.97249189474894,
39706,-6.655476089447372e-05,-36.688054807585345,-50.51523524482238,-256.2975125859934,
39708,-6.658420192998254e-05,-102.41434054277263,-85.36907972999276,-240.82733613039102,
39710,-6.66198698588024e-05,-171.2307340337028,-121.35675480409091,-199.56114145711695,
39712,-6.664821159979334e-05,-225.4632873299364,-146.02402036421228,-128.75482859322463,
39714,-6.665843777405874e-05,-250.1461492271892,-147.3894131448197,-38.06212802162113,
39716,-6.664663036393845e-05,-239.22043711686825,-119.80672301956263,61.767896870491064,
39718,-6.661724255044569e-05,-199.87285872197072,-70.11695264578476,159.86351734123824,
39720,-6.658141621067171e-05,-151.01474368491736,-18.268344707502237,236.35534352757156,
39722,-6.655275303011653e-05,-110.43529309610796,15.097440682240943,272.2124018338925,
39724,-6.654214510415616e-05,-80.87902962959085,24.442127504724013,269.4566919279289,
39726,-6.655363085983334e-05,-51.86196126473081,20.45078334756964,245.98595799398456,
39728,-6.65828541149919e-05,-14.50709920938494,16.911429640013708,211.24374111123166,
39730,-6.661871483777633e-05,29.40258535689526,20.443450053943458,162.67642932271724,
39732,-6.664758585668749e-05,70.94679910746984,30.287087355728104,103.3805312700908,
39734,-6.665849269687319e-05,100.4907401013444,41.03860928477975,44.7850115465793,
39736,-6.664728638567758e-05,111.57015860632957,45.550889755143004,-7.699091306119759,
39738,-6.661822177649812e-05,104.81870622178208,41.028259221334366,-54.87223678721834,
39740,-6.658234075690768e-05,88.2813978238833,32.62522356571489,-91.18852715992274,
39742,-6.655327486345436e-05,68.28900250842317,26.117707484767394,-109.50815070947138,
39744,-6.65420634636972e-05,39.840016532545064,17.509527318602302,-117.05177989529507,
39746,-6.655295838692593e-05,-8.541036153886424,-4.4576646484997475,-128.38874321527743,
39748,-6.658181037125535e-05,-79.54920152142921,-44.84773135134835,-142.02302435346687,
39750,-6.661764997871465e-05,-160.3584062249514,-95.42367874027308,-140.06097887415433,
39752,-6.664686036618475e-05,-230.1294996188314,-139.86451864224358,-110.64280782020123,
39754,-6.665835378429251e-05,-270.56266668523665,-162.08470364393975,-55.71414969747865,
39756,-6.664778275381221e-05,-272.73832344966297,-152.85129712971718,19.841416753984614,
39758,-6.661918547932609e-05,-241.98105502631302,-116.52544934527184,108.12560289281842,
39760,-6.658344241287096e-05,-196.7196165723327,-72.11329568719142,188.76900430440125,
39762,-6.655413425813712e-05,-155.82524401321848,-41.10029866447584,238.68889587893733,
39764,-6.654237897507707e-05,-124.60937674658238,-31.639691837955866,252.80328526406203,
39766,-6.655261150960681e-05,-96.20433521818833,-37.00230908027112,240.0583581349293,
39768,-6.658090915368352e-05,-65.5271952490021,-47.69563765542472,201.05587994976594,
39770,-6.661649546886815e-05,-37.08521195452684,-60.20779209070568,126.97616392301448,
39772,-6.664584610745366e-05,-20.145003512865188,-75.57572482655509,19.58039944386172,
39774,-6.665783134975286e-05,-21.435132780416282,-95.56779009129097,-104.69063036401363,
39776,-6.664793872307247e-05,-41.27364137961436,-119.88138460203453,-229.30625431698442,
39778,-6.661997262118125e-05,-70.77661386971006,-141.61645712588845,-340.02766901557624,
39780,-6.658459039663848e-05,-93.70323626337799,-146.50786799838065,-416.12574749047036,
39782,-6.655523838199786e-05,-98.1962243188726,-123.53369082404308,-439.44239485762296,
39784,-6.654303821176005e-05,-88.49163738694679,-77.74990326159858,-413.75864344541935,
